Transaction_ID,Transaction_Date,Customer_ID,Gender,Age,City,Product_ID,Product_Name,Category,Brand,Quantity,Unit_Price_VND,Revenue,Source_Currency,Rating,Customer_Review,Original_Price,Discount_Price,Original_Price_VND,Discount_Price_VND,avg_rating,reviews_count,rating_average,review_count,quantity_sold,availability,is_for_sale,description,product_type,category_2,category_3,manufacturer,current_seller,fulfillment_type,date_created,number_of_images,favourite_count,has_video,Source
T005525,2025-11-27 15:41:11,C00845,Male,26,Đà Lạt,325087479,Outsunny 2-Tier Plant Stand Storage Organizer Steel Display Shelf for Patio,Marketplace,Outsunny,1,1598520,1598520,GBP,2,"Với trải nghiệm này, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",45.99,45.99,1598520.0,1598520.0,\N,\N,,,,in_stock,True,"Bring both style and organization to your patio with this freestanding 2-layer plant ladder from Outsunny. Made with galvanised steel frame with powder-coated finish, which is stable for many growing cycles to come. You can use this pot stand as an indoor storage display rack to add some green to the house, or use it outdoors to have your plants freely breathe. Check out this metal plant stand, and let your flower put their best foot forward. Colour: Silver<br/>
 Material: Galvanised Steel<br/>
 Overall Dimensions: 107L x 61W x 81Hcm<br/>
 EacHmesh Panel Size: 107L x 61W<br/>
 Tier Height: 53cm<br/>
 Max. Load of Each Layer: 50kg<br/>
 Item Label: 845-844V00SR<br/>",SingleProduct,Garden & DIY,Garden Dcor,\N,,,,,,,Tesco
T005526,2026-06-22 15:25:21,C00944,Male,61,Huế,4670243,Balo laptop Sakos Neo Lamborghini I17 ,Thời Trang,Sakos,5,1604000,8020000,VND,2,"Theo cảm nhận của tôi, tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.",1890000,1604000,1890000.0,1604000.0,,,4.8,17.0,40.0,,,"Balo laptop Neo Lamborghini i17 siêu bềnBalo laptop Neo Lamborghini có thiết kế mạnh mẽ trên chất liệu trượt nướcChất liệu polyester trượt nước, bền màu, chống bám bụi và dễ dàng vệ sinh...",,,,,Balonation,dropship,1818.0,5.0,0.0,False,Tiki
T005527,2026-04-27 06:00:29,C01235,Female,22,TP. Hồ Chí Minh,11732082,Balo Thời Trang Du Lịch Dã Ngoại 10L TNTT0255 (40 x 23 x 10cm),Thời Trang,OEM,3,53900,161700,VND,3,"Sản phẩm dùng được, không quá tốt, nhưng cũng không quá tệ.",60270,53900,60270.0,53900.0,,,0.0,0.0,8.0,,,"Thiết kế nhỏ gọn, thời trang và tiện dụngThích hợp dùng cho đi bộ đường dài, du lịch ngắn hạn hay dùng cho khi đi chơi thể thaoMàu xanh năng độngVải chính: 100% Polyester (PES)...",,,,,Shalla,dropship,1640.0,3.0,0.0,False,Tiki
T005528,2026-06-17 08:27:05,C01459,Female,32,Đà Nẵng,325086530,Argon Tableware White Enamel Espresso Cups - 130ml - Red - Pack of 6 | Red | Red,Marketplace,Argon Tableware,2,486264,972528,GBP,5,Trải nghiệm với sản phẩm rất tích cực và khiến tôi hoàn toàn hài lòng.,13.99,13.99,486264.0,486264.0,\N,\N,,,,in_stock,True,"Add some traditional rustic tone and texture to your tea and coffee service with this 6 piece set of White & Red Enamel Espresso Cups from Argon Tableware. Perfectly crafted for performance both at home and out on the trail, our micro mugs make the perfect serving vessel for that al fresco caffeine kick. The pressed steel shell provides exceptional pound-for-pound strength and durability, while the non-stick enamel coating helps protect against rust and degredation in the face of the elements. As with the rest of our Enamel collection, we recommend washing these mugs by hand to best preserve the enamel coating.",SingleProduct,Cook & Dine,Tableware,\N,,,,,,,Tesco
T005529,2026-09-01 11:40:29,C00746,Female,28,Hải Phòng,213943589,"Balo chiến thuật, đi phượt, du lịch cao cấp","Balo du lịch, phượt",OEM,4,499000,1996000,VND,4,Tôi cảm thấy sản phẩm đáp ứng tốt các tiêu chí và mang lại trải nghiệm hài lòng.,499000,499000,499000.0,499000.0,,,0.0,0.0,0.0,,,"- Sử dụng chất liệu vải D5, có khả năng chống thấm nước cao, chống mài mòn- Hệ Thống Molle mặt trước và hai bên được cắt bằng laser, nhẹ, bền, không thấm nước, theo chuẩn tactical giúp gia tăng khả n...",,,,,NKshop02,dropship,255.0,8.0,0.0,False,Tiki
T005530,2026-09-16 17:27:53,C00937,Female,20,Hải Phòng,161923211,"Balo laptop nam cao cấp phong cách mới 15,6""",Balo laptop,ANANSHOP688,5,891000,4455000,VND,1,"Ở góc độ người dùng, tôi rất thất vọng vì sản phẩm không đáp ứng được kỳ vọng.",990000,891000,990000.0,891000.0,,,5.0,3.0,4.0,,,"Kích thước : rộng 31cm ,cao 43cm,dày 8cmPhương pháp sản xuất: công nghệ caoChất liệu : Vải OXFORD được mã hóa SIÊU CHỐNG THẤM NƯỚCChức năng: Không thấm nước, thoáng khí, chống mài mòn, làm sáng, ch...",,,,,Ananshop688,dropship,574.0,12.0,0.0,False,Tiki
T005531,2026-05-17 08:10:56,C00247,Male,48,Đà Nẵng,325086903,"Teamson Home 27in Outdoor Round Wood Burning Fire Pit with Light Concrete and Steel Base, Stone/Black",Marketplace,Teamson Home,3,6256092,18768276,GBP,2,"Theo cảm nhận của tôi, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",179.99,179.99,6256092.0,6256092.0,\N,\N,,,,in_stock,True,"The Teamson 27-inch terracotta style wood burning firepit is a classic and a must for all traditional garden furniture enthusiasts.
With its intricate design, this contemporary firepit is sure to wow your guests and bring a spark to your social life. Not only does this outdoor wood burner look great, it also includes a BBQ grill and poker so you can enjoy a feast with the family whilst staying warm on those cooler nights. This garden log burner comes complete with spark screen is not only a stunning addition to this modern yet contemporary fire pit design, it also creates a protective barrier from flames to ensure safety and to keep the flames lit on those breezy nights.
Need an update for your back garden, then this wood firepit is a must!
Teamson is a global lifestyle home designs brand bringing joy into every home through beautiful, quality pieces made for stylishly comfortable everyday living. Teamson Home is our flagship brand continuing our tradition of quality design collections and pieces for the home including versatile indoor and outdoor furniture, lighting, and accessories.",SingleProduct,Garden & DIY,Outdoor Cooking & Heating,\N,,,,,,,Tesco
T005532,2026-07-23 15:17:42,C01364,Female,60,Hải Phòng,195177689,BALO RÚT MAYA vải canvas đeo vai nhỏ xinh unisex họa tiết NHỮNG CÔ GÁI cá tính năng động trẻ trung,Balo dây rút,OEM,5,39000,195000,VND,1,"Sản phẩm không đạt tiêu chuẩn, gây thất vọng cho tôi.",39000,39000,39000.0,39000.0,,,0.0,0.0,0.0,,,"BALO RÚT MAYA vải canvas đeo vai nhỏ xinh unisex họa tiết NHỮNG CÔ GÁI cá tính năng động trẻ trungTHÔNG TIN SẢN PHẨM- Chất vải: Vải canvas (65% Cotton, 35% Poly) - Chất vải thân thiện với môi trường...",,,,,Maya Studio SG,dropship,384.0,3.0,0.0,False,Tiki
T005533,2026-02-06 13:51:18,C00578,Female,19,Đà Lạt,207419522,"Hộp đựng bàn chải đánh răng , kem đánh răng tiện lợi khi mang đi du lịch dã ngoại",Root,OEM,5,70000,350000,VND,1,"Trải nghiệm với sản phẩm rất tệ, khiến tôi cảm thấy không hài lòng.",70000,70000,70000.0,70000.0,,,0.0,0.0,1.0,,,       [Hộp đựng bàn chải kem đánh răng nhỏ gọn] [Hộp đựng sắp xếp bàn chải đánh răng cắm trại du lịch ngoài trời] [Hộp đựng bàn chải đánh răng nhỏ gọn]   Mô tả sản phẩm:   Sản phẩm nhẹ để bạn c...,,,,,NINE POINT NINE 99,dropship,287.0,10.0,0.0,False,Tiki
T005534,2025-12-16 16:43:17,C00406,Female,35,Đà Nẵng,185306348,Ví nam QAIQISI da đẹp nam tính nhiêu ngăn thời trang,Root,OEM,2,79500,159000,VND,4,"Ở góc độ người dùng, sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.",79500,79500,79500.0,79500.0,,,0.0,0.0,0.0,,,       Ví nam QAIQISI da đẹp nam tính nhiêu ngăn thời trang\   1. MÔ TẢ SẢN PHẨM:   - Đựng được trên 20 tờ tiền   - Tối đa 10 thẻ ATM   - 2 ngăn đựng tiền chính   - 6 ngăn đựng thẻ   - Chất ...,,,,,Bagsell Fashion,dropship,461.0,9.0,0.0,False,Tiki
T005535,2026-06-06 11:12:17,C01425,Female,47,Hà Nội,35496906,Túi đựng điện thoại chống nước - TU41 (Giao ngẫu nhiên mẫu),Thời Trang,OEM,5,25000,125000,VND,4,Tôi cảm thấy sản phẩm đáp ứng tốt các tiêu chí và mang lại trải nghiệm hài lòng.,25000,25000,25000.0,25000.0,,,0.0,0.0,0.0,,,"Túi đựng điện thoại chống nước cao cấp cho điện thoại là sản phẩm vô cùng hữu ích, đặc biệt là trong mùa mưa, hoặc những khi đi bơi, đi biển. Có thể đút thêm đồng xu ,giấy tờ ,tiền. Thiết kế khóa gài...",,,,,Smarthome29,dropship,1437.0,4.0,0.0,False,Tiki
T005536,2026-05-07 17:24:47,C01636,Male,61,Cần Thơ,69557166,Balo Nữ - Balo Học Sinh Sinh Viên - Combo Balo Nữ 4 Món,Thời Trang,OEM,4,75990,303960,VND,1,"Trải nghiệm với sản phẩm rất tệ, khiến tôi cảm thấy không hài lòng.",75990,75990,75990.0,75990.0,,,4.0,1.0,3.0,,,"1 ba lô đựng sách vở đi học, đi du lị với dung tích 20 lít, kích cỡ : 42 x 33 x 15cm1 túi xách tay sành điệu đựng ipad, đồ trang điể, kích cỡ: 32 x 25 x 15cm1 ví vuông đeo chéo đựng đồ dùng học tập...",,,,,Ruby Yame,dropship,1068.0,6.0,0.0,False,Tiki
T005537,2026-08-03 07:15:49,C01582,Female,58,Huế,167637324,Balo da nam nữ - Leather Backpack,Root,OEM,5,360000,1800000,VND,4,"Ở góc độ người dùng, tôi hài lòng vì sản phẩm nhìn chung đáp ứng tốt mong đợi.",360000,360000,360000.0,360000.0,,,0.0,0.0,0.0,,,"        Item luôn cần có trong tủ đồ vì cực kì tiện lợi, đeo đi chơi, đi làm, đi học, đi du lị mix match ootd hằng ngày    Luôn là sản phẩm được yêu thích bán chạy nhất Hot Chili Shop với chất lư...",,,,,hotchilishop,dropship,553.0,2.0,0.0,False,Tiki
T005538,2025-11-28 02:23:44,C00196,Female,43,Hà Nội,166228229,"Balo Nam Thời Trang Cỡ Lớn Đi Học Và Du Lịch, Balo Nam Nhiều Ngăn, Chống Nước, Chống Xước, Đựng Laptop Cao Cấp - OBL167 - Túi Ví Ope",Balo nam,	OEM,5,330000,1650000,VND,4,"Với trải nghiệm này, sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.",330000,330000,330000.0,330000.0,,,4.6,5.0,17.0,,,"Tên sản phầm: Balo Nam Thời Trang Cỡ Lớn Đi Học Và Du Lịch, Balo Nam Nhiều Ngăn, Chống Nước, Chống Xước, Đựng Laptop Cao Cấp - OBL167 - Túi Ví OpeMàu sắc: Xám, ĐenKích thước: 28.5 x 15.5 x 43 (cm)...",,,,,Ope Store,dropship,558.0,7.0,0.0,False,Tiki
T005539,2026-02-14 22:47:43,C00704,Female,30,Cần Thơ,325087619,Argon Tableware Classic White Dinner Plates - 30cm - Pack of 6 | White | White,Marketplace,Argon Tableware,1,1320456,1320456,GBP,3,"Trải nghiệm không quá tốt, và không có gì nổi bật.",37.99,37.99,1320456.0,1320456.0,\N,\N,,,,in_stock,True,"This set of 6 Extra-Large White Wide-Rimmed China Dinner Plates from Argon Tableware brings classic style and minimalist sophistication to any home kitchen dining table or restaurant. Crafted from durable porcelain, these ceramic dishes have been fully vitrified against the absorption of strong colours and flavours, making them the perfect serving tableware solution for professional kitchens. Their clean white colour blends seamlessly with any style of decor and, as with all our china crockery, each plate is fully microwave and dishwasher safe. The larger size of these plates means they can also be used as Charger Plates beneath our smaller 268mm versions, allowing you to bring an extra layer of sophistication to your service. With a complete matching suite of classic white crockery available, Argon Tableware is the perfect choice for creating your ultimate dining table setup. Shop the range today.",SingleProduct,Cook & Dine,Tableware,\N,,,,,,,Tesco
T005540,2026-01-18 03:47:59,C00524,Male,54,Biên Hòa,149447746,"MÓC KHÓA BÓP, BALÔ HOLOGRAM TIM KIM TUYẾN SÁNG BÓNG",Root,OEM,1,45000,45000,VND,4,Tôi có trải nghiệm tích cực và hài lòng với sản phẩm.,45000,45000,45000.0,45000.0,,,0.0,0.0,0.0,,,"       Móc khóa được làm dạng một chiếc ba lô nhỏ xinh. Kết hợp với chất liệu màu hologram. Trên mặt có dán hình tim trong chứa kim tuyến. Giúp bạn luôn nổi bật, cá tíó thể dùng tặng bạn bè, làm m...",,,,,BEOGIFTSHOP,dropship,636.0,6.0,0.0,False,Tiki
T005541,2026-07-03 01:19:44,C01396,Female,37,Đà Lạt,325084564,"OHS Kids Unicorn 3kg Weighted Blanket Sleep Therapy Sensory Anxiety Teddy Fleece, 110x150cm - Blush Pink",Marketplace,OHS,4,590538,2362152,GBP,1,Trải nghiệm với sản phẩm không được kỳ vọng và khiến tôi cảm thấy thất vọng.,16.99,16.99,590538.0,590538.0,\N,\N,,,,in_stock,True,"This unicorn printed super soft teddy weighted blanket from our OHS Junior range, and has been expertly crafted to help relieve stress, insomnia, anxiety and ADHD. This size and weight has been created for children specifically so they can enjoy bed time every night, and the weight simulates a hug and stimulate a longer more deeper sleep. Using the revolutionary 'Deep Touch Pressure Stimulation' therapy - known for releasing a sense of serenity and calm - the compact stitched pockets distribute weight evenly across the entire body, creating a calming, snuggle effect. Certified, non-toxic, hypo-allergenic micro glass beads contained within the 5 inch pockets and microfibre cover, ensures this blanket is healthy, breathable, durable, and overall comforting, whilst also stimulating the stress points. This OHS sensory weighted blanket contains several loops allowing you to attach a cover, for easy care. Please note: This product should not be used by very young children, who are unable to move the blanket themselves.
WARNING:
	This blanket is not suitable for children under 3 years old.
	The blanket weight should be a maximum of 10% of the child's body weight. Do not use a heavier weighted blanket.
	The child's neck and head must not be covered.
	The child must not be rolled in the blanket. It should be placed over them. When using in a bed, ensure it's not draped over the sides of the frame.
	The child must be able to remove the blanket by themselves.
	Do not fold the blanket in half to double its weight.
IMPORTANT SAFETY GUIDELINES
Weighted blankets should be used for one person only and should not be shared. If you have any other medical concerns about using this product, please consult a Medical Professional. You should not use this product with children who suffer from the following:
	Respiratory problems
	Cardiac problems
	Epilepsy
	Serious hypotonia (low tone)
	Physical, learning or other difficulties which mean the child is unable to remove the blanket independently",SingleProduct,Home Accessories,Bedding,\N,,,,,,,Tesco
T005542,2026-06-15 09:16:14,C00186,Male,42,Cần Thơ,208178381,HÌNH THẬT_Vali Du Lịch Tay Kéo In Hình Mèo Không Bong Tróc Chất Liệu Nhựa Nhám PC+ABS Dày Dặn 4 Bánh Xe Xoay 360 Độ Hàng Sẵn Kho Đủ Size 20/24/26 inch,Vali nhựa,OEM,5,455000,2275000,VND,2,"Ở góc độ người dùng, tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.",455000,455000,455000.0,455000.0,,,0.0,0.0,0.0,,," ► THÔNG TIN SẢN PHẨM:️Quý khách đặt hàng lưu ý: 20 inch CHỈ CÓ TAY XÁCH PHÍA TRÊN, Không có tay xách bên hông & không có chân chống sốc.22-24-26 inch đầy đủ 2 tay xách và chân chô...",,,,,1991,dropship,270.0,14.0,0.0,False,Tiki
T005543,2026-01-13 09:05:59,C01638,Male,59,Nha Trang,125100146,Túi đựng đồ cá nhân dành (Hồng),Túi trống,OEM,3,75000,225000,VND,2,Tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.,75000,75000,75000.0,75000.0,,,0.0,0.0,5.0,,,       Chất liệu vải không thấm nước   Màu sắc dễ thương   Đường chỉ may tinh xảo   Nhiều ngăn để phân loại   Nhỏ gọn dễ để trong Balô hoặc Vali   ...,,,,,Sweet Lady 013,dropship,719.0,3.0,0.0,False,Tiki
T005544,2025-11-09 10:58:22,C01477,Male,62,TP. Hồ Chí Minh,79325398,Balo laptop Simplecarry E-City 2 - Navy,Balo laptop,SimpleCarry,4,690000,2760000,VND,3,"Nhìn chung, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",690000,690000,690000.0,690000.0,,,0.0,0.0,10.0,,,"- Kích thước: 40 x 29 x 13 cm.- Trọng lượng: 0.7 kg.- Tải trọng tối đa: 25 kg.- Chất liệu: Polyester trượt nước.- Balo laptop Simplecarry E-City 2 thiết kế trẻ trung, năng động, hiệ...",,,,,BALO MỚI,dropship,916.0,5.0,0.0,False,Tiki
T005545,2025-11-29 00:21:40,C00504,Female,35,Hải Phòng,20542568,Túi Đựng Đồ Du Lịch Cá Nhân Siêu Tiện Dụng,Thời Trang,OEM,2,49000,98000,VND,3,"Ở góc độ người dùng, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",49000,49000,49000.0,49000.0,,,0.0,0.0,5.0,,,"Trang điểm trước khi ra ngoài trở thành thói quen không thể thiếu đối với người phụ nữ hiện đại. Tuy nhiên, khi sở hữu quá nhiều loại mỹ phẩm cùng dụng cụ trang điểm thì việc bảo quản để tất cả luôn đ...",,,,,sidogiadung,dropship,1544.0,10.0,0.0,False,Tiki
T005546,2026-07-01 01:11:48,C00483,Male,58,Cần Thơ,194179529,[ BALO CHỐNG GÙ CHO BÉ TỪ LỚP 1-5 ] Balo chống gù hàng loại 1 - Giảm sức nặng về cặp sách cho bé mỗi ngày ,Balo nam,OEM,2,285000,570000,VND,4,"Ở góc độ người dùng, sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.",285000,285000,285000.0,285000.0,,,0.0,0.0,1.0,,,[ BALO CHỐNG GÙ CHO BÉ TỪ LỚP 1-5 ] Balo chống gù hàng loại 1 - Giảm sức nặng về cặp sách cho bé mỗi ngày Liệu Ba Mẹ có biế 30% trẻ em bị cong vẹo cột sống vì phải mạng cặp quá nặng & 20% Học si...,,,,,Store Hương Nguyễn,dropship,397.0,1.0,0.0,False,Tiki
T005547,2025-09-21 16:45:27,C00351,Female,22,Nha Trang,139725639,"chai lọ, bộ sang chiết mỹ phẩm- Túi đựng mỹ phẩm du lịch và bộ chiết mỹ phẩm mini 5 món tiện lợi hữu ích cho chị em",Túi trống,OEM,1,44000,44000,VND,5,Trải nghiệm với sản phẩm rất tích cực và tôi cảm thấy rất hạnh phúc với nó.,44000,44000,44000.0,44000.0,,,0.0,0.0,1.0,,,"       Trong những chuyến đi chơi xa, du lịch dài ngày chúng ta trước đây luôn gặp khó khăn trong việc làm thế nào để mang theo đủ các hóa mỹ phẩm cần thiết trong suốt chuyến đi để tránh phải dùng...",,,,,THANH PHÚC SHOP,dropship,668.0,6.0,0.0,False,Tiki
T005548,2026-06-20 15:11:34,C01834,Male,62,Cần Thơ,38436816,Bộ Chiết Mỹ Phẩm Xinh Xắn Cho Mùa Du Lịch Của Bạn - Mẫu Mới 2019,Thời Trang,OEM,1,57000,57000,VND,4,"Ở góc độ người dùng, tôi hài lòng vì sản phẩm nhìn chung đáp ứng tốt mong đợi.",57000,57000,57000.0,57000.0,,,0.0,0.0,0.0,,,"- Bộ sản phẩm tiện dụng cho những người thường xuyên đi du lịch, công tác.- Đầy đủ những dụng cụ chiết mỹ phẩm: dầu gội, sữa tắm, kem dưỡng da, dung dịch dưỡng tóc…- Chất liệu nhựa cao cấp, bền, đẹp v...",,,,,gia dụng bori 24,dropship,1412.0,9.0,0.0,False,Tiki
T005549,2026-05-01 11:12:26,C00509,Female,58,TP. Hồ Chí Minh,144462137,Set 3 túi đựng đồ mỹ phẩm du lịch trong suốt,Root,OEM,2,55575,111150,VND,4,"Theo cảm nhận của tôi, tôi hài lòng vì sản phẩm nhìn chung đáp ứng tốt mong đợi.",58500,55575,58500.0,55575.0,,,0.0,0.0,0.0,,,"       Set 3 túi xách du lịch nhựa trong GINCEVHY    Với kiểu dáng sang trọng dùng trong việc đựng các dụng cụ trang điểm, mỹ phẩm, cho đến phụ kiện cá nhân như tai nghe, sạc điện thoại,    Làm ...",,,,,GIA DỤNG AN TÂM,dropship,651.0,4.0,0.0,False,Tiki
T005550,2026-02-20 01:59:23,C01062,Male,33,Hải Phòng,2549507,Balo laptop Hasun HS 651 - Xám,Thời Trang,Hasun,3,297900,893700,VND,1,"Ở góc độ người dùng, chất lượng cảm nhận chưa đạt yêu cầu và trải nghiệm tổng thể rất tiêu cực.",331000,297900,331000.0,297900.0,,,0.0,0.0,3.0,,,"Chất liệu: Balo Laptop thời trang HASUN với chất liệu vải bố chống thấm nước cực cao, chống bám bụi và không độc hại.Thiết kế: Có ngăn riêng chắc chắn để bảo vệ laptop khỏi bị va đập và dây thắt bên ...",,,,,Thế giới balô,dropship,1917.0,1.0,0.0,False,Tiki
T005551,2026-08-17 09:37:46,C01751,Female,58,Đà Nẵng,23478318,"Balo dành cho Laptop 15"" Tomtoc (USA) Lightweight Multi-Purpose - A73-E01 - hàng chính hãng",Thời Trang,Tomtoc,4,1339000,5356000,VND,1,"Ở góc độ người dùng, trải nghiệm với sản phẩm rất tệ và tôi hoàn toàn không hài lòng.",1339000,1339000,1339000.0,1339000.0,,,0.0,0.0,0.0,,,Balo Laptop 15'' TOMTOC (USA) Lightweight Multi-PurposeLý do chọn sản phẩm này!?Thương hiệu TOMTOC (USA) nổi tiếng toàn cầuCông nghệ sáng chế tiên tiến PowerPortal Patent của Hoa KỳChất liệu Vải c...,,,,,HASAN,dropship,1512.0,5.0,0.0,False,Tiki
T005552,2026-07-17 08:39:35,C01263,Male,53,Hà Nội,117637378,Bộ chiết mỹ phẩm du lịch 7 món,Root,OEM,1,34000,34000,VND,4,Tôi cảm thấy sản phẩm đáp ứng tốt các tiêu chí và mang lại trải nghiệm hài lòng.,34000,34000,34000.0,34000.0,,,0.0,0.0,0.0,,,"       -1 Bộ gồm 7 sản phẩm:   + 02 lọ nhỏ (3x2cm) dùng chiết kem dưỡng da, sữa rửa mặt, các loại mỹ phẩm khác…   + 01 muỗng san mỹ phẩm (9cm).   + 1 bình dạng xịt phun sương (40ml): dùng chiết...",,,,,Bách Hóa Huong Trang 2019,dropship,760.0,1.0,0.0,False,Tiki
T005553,2026-04-29 09:19:21,C00869,Male,50,Cần Thơ,74369134,Cặp Đa Năng SAKOS FLASH 19 - Hàng chính hãng,Cặp đựng laptop,Sakos,3,703000,2109000,VND,3,Trải nghiệm ở mức bình thường và không có gì quá nổi bật.,740000,703000,740000.0,703000.0,,,3.8,4.0,9.0,,,"h1 style""text-align: center;""strongCẶP ĐA NĂNG FLASH – ĐA TÍNH NĂNG CHUẨN TIỆN LỢI/strong/h1pemVới thời đại công nghệ phát triển như vũ bão thì nhu cầu về tích hợp nhiều chức năng trong cùng một sản ...",,,,,SAKOS Official Store,dropship,998.0,7.0,0.0,False,Tiki
T005554,2025-10-03 13:49:44,C00868,Female,27,Hà Nội,149461286,Túi treo đồ lót 2 mặt 30 ô đa năng nhiều ngăn để tất vớ có móc ích lợi và tiện dụng kiểu mới,Root,OEM,3,34999,104997,VND,1,"Trải nghiệm với sản phẩm rất tệ, khiến tôi cảm thấy không hài lòng.",34999,34999,34999.0,34999.0,,,0.0,0.0,0.0,,,"        TÍNH NĂNG NỔI BẬT Túi Treo Đồ Lót Đa Năng    Treo quần áo lót hoặc các đồ vật trong gia đình, giúp gọn gàng và ngăn nắp.    Có thể móc vào móc treo trong tủ như quần áo bình thường.    ...",,,,,GIA DUNG DTH STORE,dropship,636.0,7.0,0.0,False,Tiki
T005555,2025-11-30 17:07:29,C00873,Female,61,Hà Nội,325088650,"Outsunny 76 cm Square Dining Table with Parasol Hole, Outdoor Coffee End Side Table with Tempered Glass Top, Steel Frame for Garden, Patio, Black",Marketplace,Outsunny,3,1529004,4587012,GBP,4,"Với trải nghiệm này, tôi có trải nghiệm tích cực và nhìn chung hài lòng với sản phẩm.",43.99,43.99,1529004.0,1529004.0,\N,\N,,,,in_stock,True,"Create a simple yet inviting dining/holding space outdoors, thanks to this Outsunny bistro table. The steel frame creates a strong structure, with the long legs keeping balance at all angles. Fitted with a tempered glass tabletop for a solid holding place, the outdoor table features a middle hole to place and hold a parasol: your market umbrella will keep you shielded from the sun so you can enjoy outdoors for longer. A stylish duo design made for the seasons ahead.",SingleProduct,Garden & DIY,Garden Furniture,\N,,,,,,,Tesco
T005556,2026-05-12 22:40:09,C01431,Male,36,Đà Nẵng,87100112,"Balo thời trang, balo đi học, đựng laptop Balo Thời Trang Quả Bơ balo nữ vải",Balo nữ,OEM,1,69900,69900,VND,1,Trải nghiệm với sản phẩm rất tệ và tôi hoàn toàn không hài lòng.,69900,69900,69900.0,69900.0,,,0.0,0.0,0.0,,,"Mô tả sản phẩm- Chất liệu: Vải dày, dễ giặt, ít bám bụi bẩn- Size túi: 34x14x39cm- Không gian lớn chứa vừa áo khoác, son, dụng cụ trang điểm và nhiều vật dụng khác- Đeo theo 2 kiểu: có thể làm túi...",,,,,Ruby Yame,dropship,894.0,10.0,0.0,False,Tiki
T005557,2026-01-22 13:59:47,C01054,Male,19,Hải Phòng,171436877,Túi Bọc Bao Trùm Vali Chống Bụi ITO Vali siêu tiện lợi an toàn GD16-BTVL,Root,OEM,2,49000,98000,VND,4,Tôi cảm thấy sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.,49000,49000,49000.0,49000.0,,,0.0,0.0,5.0,,,"       Kích thước túi   Size 20’:56 x 38 x 25cm   Size 24': 65 x 45 x 28cm   Size 28': 70 x 48 x 28cm   Size 29’: 75 x 51 x 31cm   * Chất liệu vải không dệt dày dặn, chắc chắn.   * Giúp bảo ...",,,,,Catan shop Gia Dụng Tiện Ích,dropship,538.0,4.0,0.0,False,Tiki
T005558,2026-09-13 16:41:54,C00683,Male,42,Nha Trang,252798025,Túi đựng đồ dùng nhà tắm/Two Part Wash Bag Spring Bunnies and Lambs  - Blue - 1083781,Root,Cath Kidston,3,1349000,4047000,VND,2,Trải nghiệm chưa tốt và sản phẩm cần cải thiện thêm để đáp ứng mong đợi.,1349000,1349000,1349000.0,1349000.0,,,0.0,0.0,0.0,,,       - SKU: 1083781   - Kiểu dáng: Túi mỹ phẩm du lịch   - Thành phần chất liệu: 100% PVC Reverse Coated Cotton   - Kích thước: 24cmx17.5cmx9.2cm   - Số ngăn: 2 ngăn lớn   - Màu sắc: Blue ...,,,,,TANACHIRA,dropship,140.0,3.0,0.0,False,Tiki
T005559,2026-08-01 02:37:36,C00444,Female,30,Biên Hòa,325088068,Tiny Dining 3pc Bamboo Suction Feeding Set - Llama/Red - Divided Non-Slip Bamboo Baby Self-Feeding Dining Weaning Set,Marketplace,Tiny Dining,5,799086,3995430,GBP,5,Tôi cảm thấy sản phẩm đáp ứng đầy đủ nhu cầu và mang lại trải nghiệm tuyệt vời.,22.99,22.99,799086.0,799086.0,\N,\N,,,,in_stock,True,"The Tiny Dining range of Bamboo Plates is the mealtime revolution that beleaguered parents have been waiting for, with innovative 'stay put' suction technology that keeps plates and bowls fixed to the tabletop, immune to the impact of flailing little limbs.
Each dish has been expertly crafted from natural 100% bamboo and is melamine free. This provides incredible strength and resilience while also enjoying all the inherent anti-bacterial and anti-microbial qualities of the bamboo plant. Perfectly designed for meals at all times of day, the segmented llama design of this plate allows you to keep foods separated for easy feeding, while the heat-resistant properties of bamboo keeps tiny fingers protected should they reach out and touch the sides.
The star of this particular culinary show, however, is the large ""stay put"" suction cup - attach to the base of your plate or bowl, press down onto the table top or high chair, and relax as the dish remains firmly fixed in place - no more of those social media pictures, thankyou very much!
Once feeding time is over, simply pull the tiny tab on the edge of the suction pad to release.",SingleProduct,Baby & Toddler,Baby Weaning & Accessories,\N,,,,,,,Tesco
