Transaction_ID,Customer_ID,Product_ID,Transaction_Date,Quantity,Unit_Price_VND,Revenue,Rating,Customer_Review,Gender,Age,City
T004447,C01134,192688393,2026-07-01 08:57:27,5,1225669,6128345,2,"Trải nghiệm không tốt, sản phẩm cần được cải thiện để đáp ứng kỳ vọng.",Male,36,Hải Phòng
T004448,C01675,213830561,2026-05-14 11:53:29,3,2630000,7890000,4,Tôi hài lòng với trải nghiệm này vì sản phẩm đáp ứng tốt các mong đợi của mình.,Male,51,Hà Nội
T004449,C00568,196596635,2026-08-26 23:03:50,5,149000,745000,1,"Sản phẩm không đạt tiêu chuẩn, gây thất vọng cho tôi.",Female,59,Đà Lạt
T004450,C00861,149526685,2025-12-03 15:11:49,4,80500,322000,4,"Với trải nghiệm này, sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.",Male,35,Hải Phòng
T004451,C01208,144737785,2026-03-11 14:20:34,3,28000,84000,5,Sản phẩm mang lại trải nghiệm tuyệt vời và đáp ứng đúng nhu cầu của tôi.,Female,29,Đà Nẵng
T004452,C00927,213573836,2026-05-05 23:44:00,1,23750,23750,5,Sản phẩm mang lại trải nghiệm tuyệt vời và đáp ứng đúng nhu cầu của tôi.,Female,49,Vũng Tàu
T004453,C01548,72659883,2026-03-03 19:43:21,5,665000,3325000,2,"Theo cảm nhận của tôi, tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.",Female,33,Vũng Tàu
T004454,C00200,72534748,2026-02-16 00:12:43,1,173000,173000,3,Sản phẩm đáp ứng nhu cầu cơ bản nhưng chưa tạo được nhiều ấn tượng.,Female,34,Hà Nội
T004455,C00028,139725639,2025-09-19 17:28:38,3,44000,132000,5,"Với trải nghiệm này, tôi rất hài lòng với chất lượng cảm nhận và trải nghiệm tổng thể.",Female,40,Đà Lạt
T004456,C01311,14454266,2026-06-18 16:36:43,4,59999,239996,1,"Nhìn chung, sản phẩm không đạt mong đợi và khiến tôi cảm thấy rất thất vọng.",Female,19,TP. Hồ Chí Minh
T004457,C01451,192924389,2025-12-10 10:02:41,3,23750,71250,4,Tôi cảm thấy sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.,Female,45,Biên Hòa
T004458,C01759,199244647,2025-12-06 22:03:01,2,168960,337920,2,Tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.,Male,19,Biên Hòa
T004459,C00696,165177135,2026-01-04 02:21:42,2,625000,1250000,5,"Nhìn chung, tôi rất hài lòng vì sản phẩm đáp ứng rất tốt mong đợi của mình.",Male,54,Cần Thơ
T004460,C00247,40770859,2026-07-07 04:10:54,3,1485000,4455000,1,"Theo cảm nhận của tôi, sản phẩm không đạt mong đợi và khiến tôi cảm thấy rất thất vọng.",Male,34,Đà Lạt
T004461,C00180,130069436,2026-06-18 07:30:58,2,397000,794000,4,Tôi có trải nghiệm tích cực và hài lòng với sản phẩm.,Male,50,Hà Nội
T004462,C01969,217318936,2026-07-29 01:54:28,3,80000,240000,3,"Sản phẩm đáp ứng nhu cầu cơ bản, không có gì đặc biệt nổi bật.",Male,39,Biên Hòa
T004463,C00364,197628212,2026-07-24 03:19:58,3,160000,480000,3,"Trải nghiệm không quá tốt, và không có gì nổi bật.",Male,54,Cần Thơ
T004464,C00048,54157777,2025-10-12 07:08:11,4,45000,180000,5,"Nhìn chung, tôi rất hài lòng vì sản phẩm đáp ứng rất tốt mong đợi của mình.",Male,22,Biên Hòa
T004465,C01844,168227320,2026-04-30 05:16:21,1,199500,199500,1,"Trải nghiệm với sản phẩm rất tệ, khiến tôi cảm thấy không hài lòng.",Male,55,Vũng Tàu
T004466,C00470,325088221,2025-10-27 12:23:52,2,347232,694464,3,Trải nghiệm của tôi không quá tốt nhưng vẫn đủ để chấp nhận được.,Male,54,Huế
T004467,C01189,203853263,2026-07-25 11:54:07,1,720000,720000,5,Trải nghiệm với sản phẩm rất tích cực và khiến tôi hoàn toàn hài lòng.,Male,44,Nha Trang
T004468,C01616,162247357,2026-08-22 15:26:11,4,36005,144020,1,"Với trải nghiệm này, chất lượng cảm nhận chưa đạt yêu cầu và trải nghiệm tổng thể rất tiêu cực.",Female,44,Vũng Tàu
T004469,C00001,263025403,2026-04-14 12:10:05,1,25000,25000,2,Trải nghiệm chưa tốt và sản phẩm cần cải thiện thêm để đáp ứng mong đợi.,Male,46,Vũng Tàu
T004470,C01064,325087640,2025-11-29 14:35:31,3,694812,2084436,4,Tôi có trải nghiệm tích cực và nhìn chung hài lòng với sản phẩm.,Female,45,Biên Hòa
T004471,C00965,4902377,2026-02-07 01:26:17,1,299000,299000,1,"Trải nghiệm với sản phẩm rất tệ, khiến tôi cảm thấy không hài lòng.",Male,61,Cần Thơ
T004472,C01965,197366553,2026-01-22 14:23:58,2,45000,90000,3,"Sản phẩm đáp ứng nhu cầu cơ bản, không có gì đặc biệt nổi bật.",Male,63,Vũng Tàu
T004473,C00678,180105851,2025-12-03 12:51:55,5,700000,3500000,4,Trải nghiệm của tôi khá tích cực và sản phẩm đáp ứng nhu cầu một cách tốt enough.,Male,20,Biên Hòa
T004474,C00078,146730442,2026-03-14 16:40:44,4,79000,316000,5,Tôi cảm thấy sản phẩm đáp ứng đầy đủ nhu cầu và mang lại trải nghiệm tuyệt vời.,Female,28,Vũng Tàu
T004475,C00530,263025661,2025-11-01 06:08:14,4,39000,156000,5,Tôi rất hài lòng với chất lượng cảm nhận và trải nghiệm tổng thể của sản phẩm.,Male,59,TP. Hồ Chí Minh
T004476,C01901,116843543,2025-12-28 21:18:39,4,62700,250800,5,"Nhìn chung, sản phẩm đáp ứng rất tốt nhu cầu và mang lại trải nghiệm tuyệt vời.",Female,30,Hải Phòng
T004477,C00162,99362598,2026-06-05 11:23:25,5,63455,317275,2,"Ở góc độ người dùng, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",Female,22,Huế
T004478,C01045,112085286,2026-08-19 00:21:19,4,450000,1800000,3,"Với trải nghiệm này, sản phẩm đáp ứng nhu cầu cơ bản nhưng chưa tạo được nhiều ấn tượng.",Male,50,Hà Nội
T004479,C01620,124276807,2026-03-27 02:19:16,2,31900,63800,1,"Theo cảm nhận của tôi, sản phẩm không đạt mong đợi và khiến tôi cảm thấy rất thất vọng.",Male,45,Hà Nội
T004480,C00640,4258331,2026-04-10 22:39:37,4,612000,2448000,3,"Ở góc độ người dùng, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Female,28,Hà Nội
T004481,C00576,215590741,2026-05-24 04:55:25,1,1190000,1190000,5,"Với trải nghiệm này, tôi rất hài lòng với chất lượng cảm nhận và trải nghiệm tổng thể.",Female,62,Đà Nẵng
T004482,C00805,205665786,2026-01-17 17:08:16,1,289000,289000,4,Tôi hài lòng vì sản phẩm đáp ứng được nhu cầu cơ bản và mang lại trải nghiệm tích cực.,Male,31,Đà Lạt
T004483,C01609,87670334,2026-05-07 20:10:17,1,249000,249000,5,Tôi rất hài lòng với trải nghiệm sử dụng sản phẩm vì nó đáp ứng tốt những mong đợi của mình.,Male,50,TP. Hồ Chí Minh
T004484,C00160,251552590,2026-02-15 22:22:49,4,99000,396000,5,Tôi rất hài lòng với chất lượng cảm nhận và trải nghiệm tổng thể.,Female,62,Cần Thơ
T004485,C00892,80978680,2026-05-13 09:48:26,2,475000,950000,2,"Nhìn chung, tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.",Female,19,Cần Thơ
T004486,C00281,106996521,2026-02-17 10:46:31,3,247500,742500,1,"Sản phẩm không đạt tiêu chuẩn, gây thất vọng cho tôi.",Female,32,Đà Nẵng
T004487,C00391,565577,2026-05-03 23:16:49,1,2385000,2385000,2,"Với trải nghiệm này, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",Male,53,Hải Phòng
T004488,C01120,179953024,2025-11-01 08:43:12,5,989000,4945000,1,Tôi không hài lòng với trải nghiệm sử dụng sản phẩm.,Male,50,Huế
T004489,C00332,88041537,2026-01-31 02:53:33,4,387000,1548000,4,Tôi cảm thấy sản phẩm đáp ứng tốt các tiêu chí và mang lại trải nghiệm hài lòng.,Female,28,Vũng Tàu
T004490,C01301,325087701,2026-02-01 16:44:14,5,347232,1736160,2,Sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.,Female,52,TP. Hồ Chí Minh
T004491,C00021,263026575,2026-08-12 08:47:49,3,5000,15000,2,"Ở góc độ người dùng, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",Female,34,Hải Phòng
T004492,C00896,172992838,2026-03-14 19:34:11,2,331000,662000,5,Sản phẩm mang lại trải nghiệm tuyệt vời và đáp ứng đúng nhu cầu của tôi.,Male,30,Cần Thơ
T004493,C00472,19614560,2026-05-15 18:14:14,2,627000,1254000,5,Sản phẩm mang lại trải nghiệm tuyệt vời và đáp ứng đúng nhu cầu của tôi.,Female,58,Huế
T004494,C00687,263026827,2025-11-24 00:04:22,3,19000,57000,5,"Theo cảm nhận của tôi, trải nghiệm với sản phẩm rất tích cực và khiến tôi hoàn toàn hài lòng.",Female,51,Hải Phòng
T004495,C01585,135538633,2026-07-31 00:35:24,1,60000,60000,3,"Ở góc độ người dùng, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Male,43,Đà Lạt
T004496,C01780,201252299,2026-06-06 14:18:11,1,65550,65550,4,Tôi có trải nghiệm tích cực và hài lòng với sản phẩm.,Female,37,Huế
T004497,C00679,325088372,2026-06-19 04:17:18,4,938118,3752472,1,"Trải nghiệm với sản phẩm rất tệ, khiến tôi cảm thấy không hài lòng.",Male,52,Huế
T004498,C00422,102753515,2026-07-25 22:15:27,2,1251000,2502000,3,Sản phẩm đáp ứng nhu cầu cơ bản nhưng chưa tạo được nhiều ấn tượng.,Male,24,Hà Nội
T004499,C01443,325086543,2026-01-11 12:23:12,3,1737900,5213700,3,"Nhìn chung, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Male,25,Biên Hòa
T004500,C00981,194517781,2026-09-09 18:44:32,4,430000,1720000,1,Tôi cảm thấy bất ngờ và thất vọng vì sản phẩm không đáp ứng được kỳ vọng.,Female,52,Biên Hòa
T004501,C00657,54009162,2026-05-14 15:24:38,3,226000,678000,1,Chất lượng sản phẩm không đáp ứng yêu cầu và trải nghiệm tổng thể tiêu cực.,Female,32,TP. Hồ Chí Minh
T004502,C00502,325088102,2026-05-05 04:46:04,1,3371178,3371178,5,Trải nghiệm với sản phẩm rất tích cực và tôi cảm thấy rất hạnh phúc với nó.,Female,55,TP. Hồ Chí Minh
T004503,C00069,263027174,2025-10-20 21:56:44,5,5000,25000,2,"Với trải nghiệm này, tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.",Male,49,Vũng Tàu
T004504,C00677,114696862,2026-06-06 00:31:12,2,28000,56000,3,Sản phẩm đáp ứng nhu cầu cơ bản nhưng chưa tạo được nhiều ấn tượng.,Male,49,Vũng Tàu
T004505,C00886,1022917,2025-11-09 00:29:01,2,1237500,2475000,5,Tôi rất hài lòng với chất lượng sản phẩm và trải nghiệm sử dụng.,Female,55,Nha Trang
T004506,C01416,153264819,2026-01-17 15:06:09,4,255687,1022748,1,Tôi cảm thấy bất ngờ và thất vọng vì sản phẩm không đáp ứng được kỳ vọng.,Female,41,Huế
T004507,C01788,253494105,2025-11-02 18:33:00,4,3580000,14320000,3,Trải nghiệm ở mức bình thường và không có gì quá nổi bật.,Female,37,Hải Phòng
T004508,C00606,325084740,2025-12-19 15:39:32,4,797349,3189396,5,"Nhìn chung, sản phẩm đáp ứng rất tốt nhu cầu và mang lại trải nghiệm tuyệt vời.",Male,52,Hải Phòng
T004509,C01161,187010789,2026-01-14 14:20:52,4,2850000,11400000,3,"Nhìn chung, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Female,61,TP. Hồ Chí Minh
T004510,C01171,163812013,2025-11-02 10:02:34,3,30000,90000,3,"Sản phẩm đáp ứng nhu cầu cơ bản, không có gì đặc biệt nổi bật.",Female,62,Hải Phòng
T004511,C01347,179945968,2025-11-28 02:05:54,2,12480000,24960000,5,Tôi rất hài lòng với chất lượng sản phẩm và trải nghiệm sử dụng.,Male,50,Đà Lạt
T004512,C00092,325087010,2026-02-09 23:27:53,4,2502228,10008912,5,"Ở góc độ người dùng, trải nghiệm với sản phẩm rất tích cực và khiến tôi hoàn toàn hài lòng.",Female,19,Hà Nội
T004513,C00238,125100361,2026-06-14 07:17:49,3,55000,165000,5,Trải nghiệm với sản phẩm rất tích cực và khiến tôi hoàn toàn hài lòng.,Male,31,Hà Nội
T004514,C00250,170653528,2025-11-11 21:33:25,5,59000,295000,3,"Sản phẩm đáp ứng nhu cầu cơ bản, không có gì đặc biệt nổi bật.",Male,22,Đà Lạt
T004515,C00339,167128121,2026-04-04 09:13:58,1,1900000,1900000,1,"Theo cảm nhận của tôi, sản phẩm không đạt mong đợi và khiến tôi cảm thấy rất thất vọng.",Male,47,Vũng Tàu
T004516,C01208,207754754,2026-02-15 20:44:24,4,1899000,7596000,2,Sản phẩm chưa đáp ứng được kỳ vọng và trải nghiệm còn hạn chế.,Female,29,Đà Nẵng
T004517,C01867,113576616,2026-02-27 10:16:15,2,2499000,4998000,4,Sản phẩm hoạt động ổn định và mang lại trải nghiệm khá tốt.,Female,35,Hà Nội
T004518,C00333,213497455,2026-05-07 15:05:29,5,239400,1197000,5,Sản phẩm đáp ứng đúng nhu cầu và mang lại trải nghiệm tuyệt vời.,Male,26,Nha Trang
T004519,C01160,116801461,2025-11-10 13:00:58,2,45000,90000,1,Tôi cảm thấy rất thất vọng vì sản phẩm không đáp ứng được kỳ vọng.,Female,29,Đà Nẵng
T004520,C00107,173868934,2026-04-29 05:34:50,2,79900,159800,5,"Với trải nghiệm này, tôi rất hài lòng với chất lượng cảm nhận và trải nghiệm tổng thể.",Male,31,Cần Thơ
T004521,C00523,322569877,2026-02-14 00:26:09,1,208548,208548,2,Sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.,Male,61,TP. Hồ Chí Minh
T004522,C00934,216385341,2026-03-01 07:00:26,2,700000,1400000,5,Tôi cảm thấy sản phẩm đáp ứng đầy đủ nhu cầu và mang lại trải nghiệm tuyệt vời.,Male,42,Biên Hòa
T004523,C01001,214637646,2025-11-29 03:20:59,3,325000,975000,2,"Ở góc độ người dùng, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",Male,23,Hải Phòng
T004524,C01625,113583278,2026-03-26 00:05:42,2,399000,798000,3,"Với trải nghiệm này, sản phẩm đáp ứng nhu cầu cơ bản nhưng chưa tạo được nhiều ấn tượng.",Female,60,Cần Thơ
T004525,C01041,195967453,2026-05-22 19:18:16,2,229000,458000,2,"Theo cảm nhận của tôi, trải nghiệm chưa tốt và sản phẩm cần cải thiện thêm để đáp ứng mong đợi.",Male,38,Đà Lạt
T004526,C01015,116729411,2026-04-14 16:44:16,3,226000,678000,5,Tôi cảm thấy trải nghiệm với sản phẩm là rất tích cực và khiến tôi hoàn toàn hài lòng.,Female,56,Nha Trang
T004527,C00420,17009704,2026-06-14 07:15:47,2,108000,216000,5,Tôi cảm thấy trải nghiệm với sản phẩm là rất tích cực và khiến tôi hoàn toàn hài lòng.,Male,60,Huế
T004528,C01068,102753515,2026-09-09 23:12:05,1,1251000,1251000,4,Tôi có trải nghiệm tích cực và hài lòng với sản phẩm.,Female,52,Huế
T004529,C01589,54009162,2026-05-26 14:15:35,5,226000,1130000,4,Tôi cảm thấy sản phẩm đáp ứng tốt các tiêu chí và mang lại trải nghiệm hài lòng.,Female,47,Đà Lạt
T004530,C00321,325087488,2026-09-14 10:42:19,3,2015616,6046848,3,"Trải nghiệm của người dùng ở mức bình thường, không có gì nổi bật.",Male,21,Biên Hòa
T004531,C00905,199103287,2025-11-24 06:39:55,4,489000,1956000,2,"Ở góc độ người dùng, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",Male,46,Huế
T004532,C01008,2121689,2026-04-21 12:09:36,5,51000,255000,4,"Ở góc độ người dùng, sản phẩm hoạt động ổn và mang lại trải nghiệm khá tốt.",Male,62,Đà Nẵng
T004533,C01432,164588007,2025-11-21 19:17:57,3,900000,2700000,3,"Sản phẩm đáp ứng nhu cầu cơ bản, nhưng chưa tạo được ấn tượng đáng kể.",Male,33,Hải Phòng
T004534,C01587,206473536,2026-03-27 03:47:40,1,27000,27000,5,Sản phẩm mang lại trải nghiệm tuyệt vời và đáp ứng đúng nhu cầu của tôi.,Male,65,Cần Thơ
T004535,C00896,23966378,2026-01-08 04:08:06,3,42000,126000,2,Sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.,Male,30,Cần Thơ
T004536,C00756,20865957,2025-11-11 11:39:30,1,404000,404000,1,"Theo cảm nhận của tôi, sản phẩm không đạt mong đợi và khiến tôi cảm thấy rất thất vọng.",Male,49,Hà Nội
T004537,C01538,68303305,2025-11-29 15:53:06,3,141900,425700,5,Tôi rất hài lòng với chất lượng cảm nhận và trải nghiệm tổng thể.,Male,22,Huế
T004538,C01012,325088705,2026-01-18 04:05:53,4,1111908,4447632,1,"Với trải nghiệm này, chất lượng cảm nhận chưa đạt yêu cầu và trải nghiệm tổng thể rất tiêu cực.",Female,38,Biên Hòa
T004539,C01701,109816825,2026-08-10 23:52:15,5,66300,331500,3,"Nhìn chung, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Male,37,Biên Hòa
T004540,C01009,325087744,2026-03-12 03:38:01,3,451506,1354518,2,"Theo cảm nhận của tôi, trải nghiệm chưa tốt và sản phẩm cần cải thiện thêm để đáp ứng mong đợi.",Male,36,Biên Hòa
T004541,C00518,21459896,2026-05-16 13:19:10,3,1400000,4200000,4,"Ở góc độ người dùng, tôi hài lòng vì sản phẩm nhìn chung đáp ứng tốt mong đợi.",Male,40,TP. Hồ Chí Minh
T004542,C00614,207419522,2025-10-08 19:41:35,2,70000,140000,2,"Ở góc độ người dùng, sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.",Male,32,Nha Trang
T004543,C00883,71693504,2026-08-20 03:15:06,3,449100,1347300,4,"Với trải nghiệm này, tôi có trải nghiệm tích cực và nhìn chung hài lòng với sản phẩm.",Female,21,Nha Trang
T004544,C01220,207294871,2026-02-04 10:29:15,1,399000,399000,4,Tôi hài lòng với trải nghiệm này vì sản phẩm đáp ứng tốt các mong đợi của mình.,Female,61,Đà Lạt
T004545,C01668,214160737,2025-09-21 17:19:26,5,139000,695000,4,"Sản phẩm hoạt động ổn định và phù hợp với nhu cầu của tôi, tạo ra trải nghiệm khá tốt.",Male,45,Vũng Tàu
T004546,C00391,263026947,2026-03-25 04:52:57,3,25000,75000,3,"Sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Male,53,Hải Phòng
T004547,C01253,325087829,2025-11-10 00:35:44,2,312474,624948,1,Tôi cảm thấy bất ngờ và thất vọng vì sản phẩm không đáp ứng được kỳ vọng.,Female,62,Đà Nẵng
T004548,C00652,325088696,2025-12-02 18:43:45,1,1250940,1250940,5,Tôi cảm thấy sản phẩm đáp ứng đầy đủ nhu cầu và mang lại trải nghiệm tuyệt vời.,Male,50,Đà Lạt
T004549,C01695,75539900,2026-07-31 14:21:47,5,2413000,12065000,2,"Nhìn chung, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",Female,65,TP. Hồ Chí Minh
T004550,C00778,325085726,2026-02-14 02:37:08,3,277716,833148,3,"Sản phẩm đáp ứng nhu cầu cơ bản, không có gì đặc biệt nổi bật.",Female,33,Biên Hòa
T004551,C00392,710902,2026-04-24 02:19:27,5,149000,745000,4,Tôi có trải nghiệm tích cực và nhìn chung hài lòng với sản phẩm.,Female,60,Cần Thơ
T004552,C01651,25954308,2026-04-02 07:01:25,4,1512000,6048000,2,Trải nghiệm chưa tốt và sản phẩm cần cải thiện thêm để đáp ứng mong đợi.,Female,20,Đà Lạt
T004553,C01224,217318912,2026-05-29 15:03:04,5,110000,550000,3,"Ở góc độ người dùng, sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Female,56,TP. Hồ Chí Minh
T004554,C01316,208185507,2026-03-29 05:27:12,2,190000,380000,5,Tôi rất hài lòng với chất lượng và trải nghiệm tổng thể của sản phẩm.,Female,44,Huế
T004555,C00588,114688166,2026-02-23 21:24:30,1,9000,9000,2,"Theo cảm nhận của tôi, tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.",Male,48,Nha Trang
T004556,C00026,565574,2026-06-10 21:50:07,4,2101000,8404000,2,"Theo cảm nhận của tôi, tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.",Female,51,Biên Hòa
T004557,C00548,32429472,2026-03-27 23:13:02,4,79000,316000,3,Trải nghiệm của tôi không quá tốt nhưng vẫn đủ để chấp nhận được.,Female,63,Vũng Tàu
T004558,C00421,89945252,2026-02-26 09:57:23,4,109800,439200,1,"Sản phẩm không đạt tiêu chuẩn, gây thất vọng cho tôi.",Female,45,TP. Hồ Chí Minh
T004559,C01809,70191374,2026-06-20 19:00:23,3,50000,150000,3,"Sản phẩm dùng được, không quá tốt nhưng cũng không quá tệ.",Male,47,Vũng Tàu
T004560,C01361,36981965,2026-08-10 04:21:32,1,169125,169125,3,"Với trải nghiệm này, trải nghiệm ở mức bình thường và không có gì quá nổi bật.",Male,30,Hải Phòng
T004561,C01935,21301528,2026-03-09 08:59:53,4,159000,636000,2,Sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.,Female,22,Huế
T004562,C00269,325084681,2026-03-26 19:00:34,3,856437,2569311,1,"Ở góc độ người dùng, tôi rất thất vọng vì sản phẩm không đáp ứng được kỳ vọng.",Female,18,Hà Nội
T004563,C00235,253196083,2025-11-21 22:54:55,3,5200000,15600000,5,Tôi rất hài lòng với chất lượng sản phẩm và trải nghiệm sử dụng.,Female,38,Cần Thơ
T004564,C00994,190681145,2025-10-20 02:32:45,3,69000,207000,3,"Sản phẩm dùng được, không quá tốt, nhưng cũng không quá tệ.",Male,63,Đà Nẵng
T004565,C00872,30735120,2026-04-25 13:53:22,3,175000,525000,2,Tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.,Female,46,Huế
T004566,C00985,263025848,2025-09-29 23:38:33,5,18000,90000,2,"Với trải nghiệm này, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",Female,21,Đà Lạt
T004567,C00322,198783708,2026-07-24 02:08:51,3,799000,2397000,4,"Theo cảm nhận của tôi, tôi hài lòng vì sản phẩm nhìn chung đáp ứng tốt mong đợi.",Male,58,TP. Hồ Chí Minh
T004568,C01962,89428563,2026-07-10 13:33:42,1,39000,39000,3,"Trải nghiệm không quá tốt, nhưng vẫn có thể chấp nhận được.",Female,64,Hà Nội
T004569,C01174,145031092,2025-12-12 15:29:02,2,126000,252000,5,"Theo cảm nhận của tôi, tôi rất hài lòng vì sản phẩm đáp ứng rất tốt mong đợi của mình.",Female,25,Hải Phòng
T004570,C01299,149964632,2026-01-09 10:28:31,1,84550,84550,2,"Từ góc độ người dùng, sản phẩm chưa đáp ứng được kỳ vọng và trải nghiệm còn hạn chế.",Male,57,Vũng Tàu
T004571,C00150,263025892,2025-09-30 16:44:25,4,6000,24000,1,"Sản phẩm không đạt tiêu chuẩn, gây thất vọng cho tôi.",Female,64,Đà Nẵng
T004572,C00706,182842727,2026-01-02 17:48:53,1,120888,120888,2,"Theo cảm nhận của tôi, tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.",Male,48,Biên Hòa
T004573,C01575,187855306,2025-12-14 07:41:33,1,369000,369000,1,"Theo cảm nhận của tôi, sản phẩm không đạt mong đợi và khiến tôi cảm thấy rất thất vọng.",Female,60,Nha Trang
T004574,C01031,48510303,2026-04-14 18:52:31,5,79000,395000,4,Tôi có trải nghiệm tích cực và cảm thấy hài lòng với sản phẩm.,Male,44,Nha Trang
T004575,C00955,197531398,2026-01-08 02:36:08,1,525000,525000,4,Tôi cảm thấy sản phẩm đáp ứng tốt các tiêu chí và mang lại trải nghiệm hài lòng.,Female,46,Cần Thơ
T004576,C01989,206473536,2025-11-22 07:49:16,4,27000,108000,5,"Với trải nghiệm này, tôi rất hài lòng với chất lượng cảm nhận và trải nghiệm tổng thể.",Male,62,TP. Hồ Chí Minh
T004577,C01552,325088189,2026-07-18 05:01:33,2,1598520,3197040,4,Trải nghiệm của tôi khá tích cực và sản phẩm đáp ứng nhu cầu một cách tốt enough.,Female,50,Cần Thơ
T004578,C00440,159035535,2026-03-14 14:32:39,5,219000,1095000,5,Tôi rất hài lòng với chất lượng sản phẩm và trải nghiệm sử dụng.,Male,20,Vũng Tàu
T004579,C00126,173868934,2026-04-25 16:14:39,3,79900,239700,2,"Từ góc độ người dùng, sản phẩm chưa đáp ứng được kỳ vọng và trải nghiệm còn hạn chế.",Male,59,Huế
T004580,C01285,205499515,2026-07-03 08:46:18,3,450000,1350000,4,Tôi có trải nghiệm tích cực và hài lòng với sản phẩm.,Male,55,Đà Nẵng
T004581,C01821,200998800,2026-07-15 00:39:57,5,58000,290000,3,"Với trải nghiệm này, trải nghiệm ở mức bình thường và không có gì quá nổi bật.",Male,18,Nha Trang
T004582,C00869,325086644,2026-07-12 10:53:15,5,938118,4690590,2,"Với trải nghiệm này, sản phẩm chưa đáp ứng tốt kỳ vọng và trải nghiệm còn khá hạn chế.",Male,51,Hải Phòng
T004583,C00477,144481040,2026-03-29 08:39:17,2,101400,202800,4,Tôi có trải nghiệm tích cực và cảm thấy hài lòng với sản phẩm.,Male,48,Huế
T004584,C00772,249091286,2026-04-19 11:49:09,4,1980000,7920000,4,"Trải nghiệm tổng thể khá tích cực, sản phẩm đáp ứng tốt nhu cầu của tôi.",Female,32,Đà Lạt
T004585,C01059,83580718,2026-04-04 09:03:24,2,69900,139800,1,"Ở góc độ người dùng, sản phẩm không đạt mong đợi và khiến tôi cảm thấy rất thất vọng.",Male,37,Biên Hòa
T004586,C01217,248582225,2025-10-31 23:12:10,5,49400,247000,2,Trải nghiệm chưa tốt và sản phẩm cần cải thiện thêm để đáp ứng mong đợi.,Male,55,Biên Hòa
T004587,C00114,241892076,2026-04-28 10:04:54,4,28000,112000,2,"Theo cảm nhận của tôi, tôi chưa hài lòng vì sản phẩm vẫn còn nhiều điểm cần cải thiện.",Female,25,TP. Hồ Chí Minh
T004588,C00980,5918917,2025-11-01 08:28:59,2,79000,158000,2,Sản phẩm vẫn dùng được nhưng chưa khiến tôi cảm thấy hài lòng.,Female,27,Vũng Tàu
T004589,C00798,17891020,2025-12-31 00:54:20,2,40200,80400,3,"Theo cảm nhận của tôi, sản phẩm đáp ứng nhu cầu cơ bản nhưng chưa tạo được nhiều ấn tượng.",Female,27,Hà Nội
T004590,C00392,94157759,2026-07-16 00:34:37,3,239000,717000,4,"Ở góc độ người dùng, tôi có trải nghiệm tích cực và nhìn chung hài lòng với sản phẩm.",Female,60,Cần Thơ
T004591,C01464,202222746,2026-04-16 22:06:59,3,269000,807000,3,"Trải nghiệm không quá tốt, và không có gì nổi bật.",Female,34,TP. Hồ Chí Minh
T004592,C00169,149179180,2026-08-03 17:33:06,2,1140000,2280000,4,Tôi hài lòng với sản phẩm trong tổng thể và cho thấy nó đáp ứng được kỳ vọng của mình.,Male,53,Hà Nội
